p_id,brand_id,name,price,color,brand_name,ratingCount,avg_rating
1518329,242.0,DUPATTA BAZAAR WHITE EMBROIDERED CHIFFON DUPATTA,899.0,WHITE,DUPATTA BAZAAR,1321.0,4.548826646
5829334,750.0,ROADSTER WOMEN MUSTARD YELLOW SOLID HOODED SWEATSHIRT,1199.0,MUSTARD,ROADSTER,5462.0,4.313255218
10340119,389.0,INDDUS PEACH-COLOURED & BEIGE UNSTITCHED DRESS MATERIAL,5799.0,PEACH,INDDUS,145.0,4.068965517
10856380,783.0,SASSAFRAS WOMEN BLACK PARALLEL TROUSERS,1499.0,BLACK,SASSAFRAS,9124.0,4.147523016
12384822,482.0,KOTTY WOMEN BLACK WIDE LEG HIGH-RISE CLEAN LOOK JEANS,1999.0,BLACK,KOTTY,12260.0,4.078466558
12742100,458.0,KASSUALLY WOMEN BLACK & PINK PRINTED BASIC JUMPSUIT,2199.0,BLACK,KASSUALLY,6297.0,4.349213911
13842966,783.0,SASSAFRAS BROWN & RED GEOMETRIC PRINTED GEORGETTE WRAP CROP TOP,1499.0,BROWN,SASSAFRAS,7358.0,4.395351998
14021452,793.0,SERA WOMEN MULTICOLOURED  PRINTED TIE-UP SHRUG,1494.0,MULTI,SERA,750.0,4.288
14063026,903.0,TOKYO TALKIES WOMEN BLACK SOLID REGULAR SHORTS,699.0,BLACK,TOKYO TALKIES,1856.0,4.530711207
14324806,75.0,ANOUK STYLISH BLACK SOLID READY TO WEAR LEHENGA CHOLI WITH DUPATTA,4699.0,BLACK,ANOUK,84.0,3.80952381
14955068,750.0,ROADSTER WOMEN ELEGANT MAUVE SOLID LEISURE SET CO-ORDS,2599.0,MAUVE,ROADSTER,752.0,4.21143617
16595858,779.0,SAREE MALL FLORAL SAREE,3599.0,PINK,SAREE MALL,1005.0,3.980099502
16827132,903.0,TOKYO TALKIES WOMEN MAROON SOLID SINGLE-BREASTED FORMAL BLAZER,1399.0,MAROON,TOKYO TALKIES,125.0,3.912
17048614,467.0,KHUSHAL K WOMEN BLACK ETHNIC MOTIFS PRINTED KURTA WITH PALAZZOS & WITH DUPATTA,5099.0,BLACK,KHUSHAL K,4522.0,4.418398939
17413232,79.0,ANUBHUTEE PINK ETHNIC MOTIFS PRINTED KURTI,1739.0,PINK,ANUBHUTEE,273.0,4.249084249
18601482,596.0,MONTREZ WOMEN WHITE BLACK OPEN FRONT JACKET,1999.0,WHITE,MONTREZ,61.0,4.37704918
18841352,848.0,STYLI WOMEN GOLDEN EMBELLISHED MIDI SKIRTS,1949.0,GOLD,STYLI,184.47941042394774,4.101225865898192
8317561,171.0,CHEMISTRY BLUE DENIM A-LINE SKIRT,1699.0,BLUE,CHEMISTRY,900.0,4.314444444
8340727,389.0,INDDUS WOMEN DUSTY PINK SOLID SEMI-STITCHED LEHENGA & UNSTITCHED BLOUSE WITH DUPATTA,6549.0,PINK,INDDUS,636.0,3.985849057
10856322,783.0,SASSAFRAS WOMEN BLACK RIBBED LONGLINE OPEN FRONT SHRUG,1799.0,BLACK,SASSAFRAS,4458.0,4.478017048
10942736,230.0,DOLCE CRUDO WOMEN BLACK SKINNY FIT HIGH-RISE CLEAN LOOK STRETCHABLE JEANS,2399.0,BLACK,DOLCE CRUDO,2718.0,4.112214864
12159424,971.0,WEAVERS VILLA WOMEN PINK & MUSTARD YELLOW FLORAL EMBROIDERED SHAWL,1399.0,PINK,WEAVERS VILLA,23.0,4.652173913
12723704,458.0,KASSUALLY WOMEN BLACK TROUSERS,1599.0,BLACK,KASSUALLY,2687.0,4.075548939
13401782,903.0,TOKYO TALKIES WOMEN BLACK SOLID DENIM JACKET,1699.0,BLACK,TOKYO TALKIES,347.0,4.455331412
13719116,95.0,ATHENA CHIC FUCHSIA PINK POWER SHOULDERS TOP,1299.0,FUCHSIA,ATHENA,11553.0,4.5281745
13843398,389.0,INDDUS TEAL BLUE SOLID ACCORDIAN PLEAT RUFFLES SAREE WITH EMBROIDERED BLOUSE,4399.0,TEAL,INDDUS,580.0,4.45
14024558,52.0,ALLEN SOLLY WOMAN WOMEN GREY SOLID SINGLE-BREASTED FORMAL BLAZER,3799.0,GREY,ALLEN SOLLY WOMAN,133.0,4.54887218
14120438,106.0,AZIRA MULTICOLOURED ETHNIC MOTIFS PRINT BELL SLEEVES A-LINE TOP,1199.0,MULTI,AZIRA,2300.0,4.249130435
16524740,404.0,INWEAVE WOMEN ORANGE SOLID KURTA WITH PALAZZOS & FLORAL PRINT DUPATTA,5899.0,ORANGE,INWEAVE,1081.0,4.11933395
16897384,75.0,ANOUK WOMEN MAUVE & WHITE FLORAL PRINTED SMOCKED BASIC JUMPSUIT,3399.0,MAUVE,ANOUK,75.0,4.32
17724428,66.0,ANAYNA WOMEN MAROON PRINTED TOP WITH TROUSERS,3450.0,MAROON,ANAYNA,64.0,4.21875
18830182,292.0,FASHIONUMA GREEN & GOLD-TONED EMBROIDERED SEMI-STITCHED DRESS MATERIAL,4299.0,GREEN,FASHIONUMA,184.47941042394774,4.101225865898192
19215754,147.0,BOSTREET WOMEN MAROON FLARED SKIRTS,2499.0,MAROON,BOSTREET,184.47941042394774,4.101225865898192
19266872,353.0,H&M WOMEN RED PRINTED HOODIE,1499.0,RED,H&M,10.0,4.5
1730223,710.0,PURYS OFF-WHITE & RED FLORAL PRINT FRINGED SHRUG,1299.0,OFF WHITE,PURYS,572.0,4.244755245
9345959,868.0,TAAVI WOMEN BLUE INDIGO HAND BLOCK PRINT PURE COTTON DUPATTA,1099.0,BLUE,TAAVI,449.0,4.169265033
10854038,903.0,TOKYO TALKIES WOMEN MAROON & NAVY BLUE SOLID SWEATSHIRT,1199.0,MAROON,TOKYO TALKIES,1724.0,4.346867749
11458584,583.0,MITERA YELLOW SILK BLEND WOVEN DESIGN KANJEEVARAM SAREE,4080.0,YELLOW,MITERA,5144.0,4.454315708
11489658,750.0,ROADSTER WOMEN BLUE WASHED REGULAR FIT DENIM SHORTS,999.0,BLUE,ROADSTER,472.0,4.283898305
11697268,750.0,ROADSTER WOMEN WHITE SOLID ROUND NECK BOXY CROPPED TOP,499.0,WHITE,ROADSTER,3106.0,4.300708307
12178124,750.0,ROADSTER WOMEN BLUE WASHED DENIM JACKET,1999.0,BLUE,ROADSTER,1211.0,4.45251858
12693276,903.0,TOKYO TALKIES WOMEN GREEN SOLID CAPRI JUMPSUIT,2999.0,GREEN,TOKYO TALKIES,583.0,4.253859348
14182598,711.0,QOMN NAVY BLUE GEOMETRIC PRINTED PURE COTTON REGULAR TOP,1399.0,NAVY BLUE,QOMN,789.0,4.357414449
16331376,79.0,ANUBHUTEE WOMEN NAVY BLUE ETHNIC MOTIFS EMBROIDERED THREAD WORK KURTA WITH TROUSERS & WITH DUPATTA,4899.0,NAVY BLUE,ANUBHUTEE,1752.0,4.16152968
16542192,194.0,COTTINFAB WOMEN SOLID RUST SHIRT WITH TROUSERS,3299.0,RUST,COTTINFAB,180.0,4.1
16608404,424.0,JATRIQQ MAGENTA EMBROIDERED FAUX GEORGETTE SEMI-STITCHED DRESS MATERIAL,7499.0,MAGENTA,JATRIQQ,118.0,3.754237288
17022192,374.0,"HOUSE OF PATAUDI GIRLS GREEN PURE COTTON PRINTED READY TO WEAR LEHENGA, BLOUSE & DUPATTA",1999.0,GREEN,HOUSE OF PATAUDI,9.0,4.333333333
17660942,908.0,TREND ARREST WOMEN BLACK & WHITE PRINTED BLAZERS,2199.0,BLACK,TREND ARREST,5.0,4.8
18841642,848.0,STYLI WOMEN BROWN PRINTED FLARED MIDI SKIRTS,1849.0,BROWN,STYLI,184.47941042394774,4.101225865898192
19040144,27.0,ADDYVERO WOMEN BLACK HIGH-RISE EASY WASH TROUSERS,1699.0,BLACK,ADDYVERO,96.0,4.239583333
19259882,482.0,KOTTY WOMEN BLACK JEAN STRAIGHT FIT HIGH-RISE STRETCHABLE JEANS,1999.0,BLACK,KOTTY,18.0,3.944444444
1294879,707.0,PURPLE FEATHER BLACK PENCIL SKIRT WITH BACK SLIT,1499.0,BLACK,PURPLE FEATHER,2536.0,4.206230284
11634534,95.0,ATHENA WOMEN BURGUNDY SOLID BASIC JUMPSUIT,2499.0,BURGUNDY,ATHENA,1983.0,4.357034796
12222036,783.0,SASSAFRAS BLACK HIGH NECK CROPPED TOP,999.0,BLACK,SASSAFRAS,19656.0,4.488146113
12737904,783.0,SASSAFRAS WOMEN OFF-WHITE PUFF SLEEVE FAUX FUR SOLID SWEATSHIRT,1999.0,OFF WHITE,SASSAFRAS,2111.0,4.384651824
13000352,783.0,SASSAFRAS WOMEN BLUE PURE COTTON RELAXED FIT HIGH-RISE CLEAN LOOK CROPPED JEANS,1999.0,BLUE,SASSAFRAS,6150.0,4.210894309
13419838,734.0,READIPRINT FASHIONS PINK & BEIGE NET EMBROIDERED SEMI-STITCHED DRESS MATERIAL,8050.0,PINK,READIPRINT FASHIONS,149.0,4.234899329
14170550,618.0,NAYO WOMEN'S MAROON & CREAM-COLOURED PRINTED TUNIC,1299.0,MAROON,NAYO,1176.0,4.210884354
14709966,618.0,NAYO WOMEN RED FLORAL PRINTED KURTA WITH TROUSER & DUPATTA,3699.0,RED,NAYO,4113.0,4.088986142
16109614,1007.0,ZASTRAA WOMEN BLACK SOLID HIGH-RISE PARALLEL TROUSERS,2999.0,BLACK,ZASTRAA,541.0,4.290203327
16596854,66.0,ANAYNA WOMEN WHITE PALAZZOS,1799.0,WHITE,ANAYNA,48.0,4.166666667
17150536,951.0,VASTRANAND PEACH-COLOURED & MULTICOLOURED KALAMKARI SEQUINNED LINEN BLEND BLOCK PRINT SAREE,5555.0,PEACH,VASTRANAND,269.0,4.237918216
17405158,488.0,KVSFAB CHARMING MAROON EMBROIDERED READY TO WEAR LEHENGA CHOLI WITH DUPATTA,8649.0,MAROON,KVSFAB,56.0,4.142857143
17449506,776.0,SANGRIA BEIGE & YELLOW ETHNIC MOTIFS PHULKARI EMBROIDERED DUPATTA,3199.0,BEIGE,SANGRIA,12.0,3.333333333
17535476,125.0,BERRYLUSH WOMEN GORGEOUS GREEN PRINTED NUOVO SLEEVES SHRUG,999.0,GREEN,BERRYLUSH,17.0,3.764705882
17685324,156.0,BUY NEW TREND WOMEN BLUE LIGHTWEIGHT DENIM JACKET,1499.0,BLUE,BUY NEW TREND,109.0,3.981651376
17734680,903.0,TOKYO TALKIES WOMEN BEIGE SOLID SINGLE-BREASTED BLAZERS,1399.0,BEIGE,TOKYO TALKIES,106.0,3.726415094
19068086,903.0,TOKYO TALKIES WOMEN PURPLE SOLID CO-ORDS,1349.0,PURPLE,TOKYO TALKIES,7.0,4.857142857
5829327,750.0,ROADSTER WOMEN CORAL PINK SOLID HOODED SWEATSHIRT,1199.0,CORAL,ROADSTER,13938.0,4.226287846
8593785,750.0,ROADSTER BURGUNDY TOP WITH FRONT TIE-UP DETAIL,599.0,MAROON,ROADSTER,5097.0,3.645085344
10711448,242.0,DUPATTA BAZAAR WOMEN WHITE SOLID DUPATTA,599.0,WHITE,DUPATTA BAZAAR,1531.0,4.536250816
11056154,38.0,AHIKA WOMEN BLACK & GREEN PRINTED STRAIGHT KURTA,1350.0,BLACK,AHIKA,21274.0,3.978377362
12033996,903.0,TOKYO TALKIES WOMEN BLACK SOLID BASIC JUMPSUIT,2149.0,BLACK,TOKYO TALKIES,1027.0,4.282375852
12692600,354.0,HANGUP WOMEN CREAM-COLOURED PRINTED TAILORED JACKET,1999.0,CREAM,HANGUP,3024.0,4.150793651
12808128,482.0,KOTTY WOMEN NAVY BLUE FLARED HIGH-RISE CLEAN LOOK JEANS,1999.0,NAVY BLUE,KOTTY,5771.0,4.164269624
14182594,711.0,QOMN PINK PRINTED PURE COTTON A-LINE TOP,1299.0,PINK,QOMN,396.0,4.348484848
14776092,551.0,MARKS & SPENCER WOMEN GREEN SOLID TROUSERS,2999.0,GREEN,MARKS & SPENCER,67.0,4.611940299
14996638,903.0,TOKYO TALKIES WOMEN BLACK MID-RISE REGULAR SHORTS,899.0,BLACK,TOKYO TALKIES,272.0,4.367647059
15258072,509.0,LIBAS SOLID SAREE WITH BORDER,3999.0,BURGUNDY,LIBAS,290.0,4.351724138
16334128,801.0,SHAILY MAROON EMBROIDERED PURE COTTON UNSTITCHED DRESS MATERIAL,3059.0,MAROON,SHAILY,15.0,4.2
16563320,804.0,WOMEN FUCHSIA PINK PRINTED LONGLINE SHRUG,2474.0,FUCHSIA,SHAYE,23.0,4.173913043
16828316,72.0,ANI WOMEN STUNNING BLUE PRINTED TOP WITH PALAZZOS,2999.0,BLUE,ANI,58.0,4.0
18743882,282.0,FABPIXEL RED & GOLD-TONED EMBROIDERED SEQUINNED SHIBORI SEMI-STITCHED LEHENGA & UNSTITCHED BLOUSE WITH,9999.0,RED,FABPIXEL,15.0,4.0
18879820,544.0,MANGO WOMEN NAVY BLUE NOTCHED LAPEL SOLID SINGLE-BREASTED CASUAL BLAZER,4790.0,NAVY BLUE,MANGO,184.47941042394774,4.101225865898192
19147754,353.0,H&M WOMEN WHITE SOLID A-LINE MINI SKIRTS,1499.0,WHITE,H&M,184.47941042394774,4.101225865898192
11035316,230.0,DOLCE CRUDO WOMEN BLUE SKINNY FIT HIGH-RISE CLEAN LOOK STRETCHABLE JEANS,2399.0,BLUE,DOLCE CRUDO,3486.0,4.262191624
11987092,750.0,ROADSTER WOMEN NAVY BLUE & GREEN CHECKED OPEN FRONT SHRUG,1299.0,NAVY BLUE,ROADSTER,191.0,4.314136126
13736998,95.0,ATHENA WHITE TIE-UP NECK PUFF SLEEVES LACE TOP,1699.0,WHITE,ATHENA,2200.0,4.19
13757350,750.0,ROADSTER WOMEN CHARCOAL GREY LOOSE FIT HIGH-RISE DENIM SHORTS,1299.0,CHARCOAL,ROADSTER,240.0,4.254166667
13935928,783.0,SASSAFRAS SEA GREEN AND BLACK COLOURBLOCKED SMOCKED JUMPSUIT,1999.0,SEA GREEN,SASSAFRAS,607.0,4.425041186
14739168,962.0,VISHUDH LIME GREEN & WHITE GEOMETRIC MANDARIN COLLAR PURE COTTON CINCHED WAIST TOP,999.0,LIME GREEN,VISHUDH,505.0,4.281188119
15202818,750.0,ROADSTER WOMEN GREEN RIBBED KNIT CO-ORDS SET,2199.0,GREEN,ROADSTER,116.0,4.146551724
17740662,133.0,BIBA PINK & BLUE PRINTED PURE COTTON UNSTITCHED DRESS MATERIAL,899.0,PINK,BIBA,184.47941042394774,4.101225865898192
18548534,596.0,MONTREZ WOMEN BLUE DENIM SOLID SKIRTS,1499.0,BLUE,MONTREZ,36.0,4.194444444
18644816,931.0,URBANIC WOMEN BROWN SOLID SINGLE-BREASTED CASUAL BLAZER,2690.0,BROWN,URBANIC,11.0,4.454545455
18704418,832.0,SOCH WOMEN RED THREAD WORK GEORGETTE ANARKALI KURTA,3498.0,RED,SOCH,184.47941042394774,4.101225865898192
18745050,632.0,NIRJA FAB PINK EMBELLISHED SEQUINNED SAREE,3699.0,PINK,NIRJA FAB,184.47941042394774,4.101225865898192
18802576,850.0,STYLUM PINK & WHITE PRINTED BANDHANI DUPATTA,1499.0,PINK,STYLUM,184.47941042394774,4.101225865898192
18878894,151.0,BROADSTAR WOMEN BLACK STRAIGHT FIT HIGH-RISE EASY WASH TROUSERS,2999.0,BLACK,BROADSTAR,42.0,4.5
18969040,292.0,FASHIONUMA MAROON & GREY PRINTED SEQUINNED READY TO WEAR LEHENGA & UNSTITCHED BLOUSE WITH DUPATTA,3699.0,MAROON,FASHIONUMA,184.47941042394774,4.101225865898192
19044600,555.0,MAX WOMEN PURPLE WINDCHEATER TAILORED JACKET WITH EMBROIDERED,1199.0,PURPLE,MAX,184.47941042394774,4.101225865898192
19231232,863.0,SWEET DREAMS WOMEN GREY HUMOR & COMIC PRINTED SWEATSHIRT,1399.0,GREY,SWEET DREAMS,184.47941042394774,4.101225865898192
2322605,750.0,ROADSTER TIME TRAVLR WOMEN BLUE BOYFRIEND FIT MID-RISE LOW DISTRESS JEANS,2299.0,BLUE,ROADSTER,1103.0,3.936536718
8506567,171.0,CHEMISTRY BLUE DENIM A-LINE PURE COTTON SKIRT,1699.0,BLUE,CHEMISTRY,897.0,4.132664437
10742414,903.0,TOKYO TALKIES WOMEN BLUE SOLID DENIM JACKET,1699.0,BLUE,TOKYO TALKIES,1135.0,4.241409692
11157052,715.0,QUIERO BLACK & WHITE EMBROIDERED TOP,1789.0,BLACK,QUIERO,4161.0,4.473443884
11364534,783.0,SASSAFRAS WOMEN MUSTARD YELLOW SOLID LONGLINE SHIRT STYLE SHRUG,1799.0,MUSTARD,SASSAFRAS,411.0,4.296836983
12828116,903.0,TOKYO TALKIES WOMEN NAVY BLUE STRIPED DOUBLE-BREASTED CASUAL PURE COTTON BLAZER,1999.0,NAVY BLUE,TOKYO TALKIES,544.0,4.016544118
13186664,171.0,CHEMISTRY WOMEN BLUE SOLID CULOTTE CHAMBRAY JUMPSUIT,2399.0,BLUE,CHEMISTRY,236.0,4.18220339
13407470,968.0,W WOMEN TEAL BLUE & GOLDEN SUSTAINABLE TOP WITH SKIRT,6999.0,TEAL,W,182.0,4.313186813
14046594,509.0,LIBAS WOMEN NAVY BLUE PURE COTTON FLORAL PRINT KURTA WITH PALAZZOS & DUPATTA,3599.0,NAVY BLUE,LIBAS,8695.0,4.435652674
14191740,971.0,WEAVERS VILLA WHITE EMBROIDERED DUPATTA,799.0,WHITE,WEAVERS VILLA,274.0,4.609489051
16697006,444.0,KALINI MAROON & GOLD ETHNIC MOTIFS ZARI SILK BLEND BANARASI SAREE,2099.0,MAROON,KALINI,1464.0,3.893442623
16849312,353.0,H&M WOMEN BLACK SOLID CROPPED ZIP-THROUGH HOODIE,1499.0,BLACK,H&M,102.0,4.715686275
17413170,79.0,ANUBHUTEE BLACK & GOLD-TONED ETHNIC MOTIFS PRINTED KURTI,1739.0,BLACK,ANUBHUTEE,114.0,4.456140351
17654774,424.0,JATRIQQ GREEN EMBELLISHED SILK GEORGETTE SEMI-STITCHED DRESS MATERIAL,5999.0,GREEN,JATRIQQ,16.0,3.8125
18791212,205.0,CUTIEKINS GIRLS PINK & WHITE SEQUENCE NET READY TO WEAR LEHENGA & BLOUSE WITH DUPATTA,2999.0,PINK,CUTIEKINS,9.0,3.222222222
18888534,848.0,STYLI WOMEN RED ANIMAL PRINTED TULIP SKIRTS,1749.0,RED,STYLI,184.47941042394774,4.101225865898192
19164944,27.0,ADDYVERO WOMEN BLACK RELAXED HIGH-RISE EASY WASH TROUSERS,1699.0,BLACK,ADDYVERO,6.0,4.833333333
9552603,783.0,SASSAFRAS WOMEN BLACK SLIM FIT MID-RISE CLEAN LOOK STRETCHABLE CROPPED JEANS,1999.0,BLACK,SASSAFRAS,7252.0,4.09666299
10182385,845.0,STYLE QUOTIENT WOMEN WHITE SELF DESIGN OPEN FRONT SHRUG,1599.0,WHITE,STYLE QUOTIENT,1559.0,4.433611289
11139228,135.0,BITIYA BY BHAMA PINK & WHITE READY TO WEAR LEHENGA WITH BLOUSE,2599.0,PINK,BITIYA BY BHAMA,992.0,4.212701613
12279352,750.0,ROADSTER WOMEN BLUE WASHED DENIM TRUCKER JACKET,1599.0,BLUE,ROADSTER,1112.0,4.450539568
12288052,783.0,SASSAFRAS WOMEN WHITE TWILL PARALLEL TROUSERS,1699.0,WHITE,SASSAFRAS,10786.0,4.179491934
13676096,962.0,VISHUDH OFF-WHITE & PINK PRINTED DUPATTA,949.0,OFF WHITE,VISHUDH,71.0,3.507042254
14951330,37.0,AHALYAA WOMEN BEIGE FLORAL PRINTED REGULAR GOTTA PATTI KURTA WITH PALAZZOS & WITH DUPATTA,6000.0,BEIGE,AHALYAA,1741.0,3.545089029
15012182,583.0,MITERA PINK & SILVER-TONED PAISLEY ZARI SILK BLEND BANARASI SAREE,5199.0,PINK,MITERA,1279.0,4.314308053
15187646,7.0,98 DEGREE NORTH WOMEN BLACK RIBBED PURE COTTON LONG SLEEVES PULLOVER,2099.0,BLACK,98 DEGREE NORTH,308.0,4.405844156
15886890,363.0,HERE&NOW WOMEN BEIGE & ORANGE ETHNIC MOTIFS PRINTED PURE COTTON EMPIRE KURTI,999.0,BEIGE,HERE&NOW,196.0,4.37244898
16108350,903.0,TOKYO TALKIES WOMEN BRIGHT YELLOW SOLID HIGH-RISE SHORTS,799.0,YELLOW,TOKYO TALKIES,64.0,4.25
16156728,804.0,SHAYE CREAM-COLOURED EMPIRE TOP,2449.0,CREAM,SHAYE,657.0,4.220700152
17662704,212.0,DEEBACO WOMEN MAGENTA COTTON BLAZER WITH TROUSERS,3199.0,MAGENTA,DEEBACO,220.0,3.918181818
18011298,389.0,INDDUS LAVENDER & GOLD-TONED BANARASI COTTON UNSTITCHED DRESS MATERIAL,5799.0,LAVENDER,INDDUS,184.47941042394774,4.101225865898192
18319606,544.0,MANGO WOMEN GREEN SELF-DESIGN TWEED SINGLE-BREASTED BLAZER,6590.0,GREEN,MANGO,9.0,4.777777778
18805962,824.0,SIRIKIT BLACK & WHITE ABSTRACT PRINTED BASIC JUMPSUIT,1599.0,BLACK,SIRIKIT,184.47941042394774,4.101225865898192
18815858,253.0,EMPRALL WOMEN PINK SOLID PLEATED MINI SKIRTS,1299.0,PINK,EMPRALL,184.47941042394774,4.101225865898192
10197809,983.0,WISSTLER WOMEN BLACK & OFF-WHITE PRINTED OPEN FRONT LONGLINE SHRUG,1199.0,BLACK,WISSTLER,1335.0,4.28988764
11054006,418.0,JAIPUR KURTI WOMEN WHITE REGULAR CROPPED TROUSERS,1149.0,WHITE,JAIPUR KURTI,6590.0,4.064643399
11064282,783.0,SASSAFRAS WOMEN CREAM-COLOURED SOLID QUILTED JACKET,1999.0,CREAM,SASSAFRAS,701.0,4.181169757
11991214,750.0,ROADSTER WOMEN MUSTARD YELLOW SOLID HOODED SWEATSHIRT,1199.0,MUSTARD,ROADSTER,273.0,4.245421245
12631352,389.0,INDDUS PURPLE & GOLDEN SILK BLEND WOVEN DESIGN BANARASI SAREE,4699.0,PURPLE,INDDUS,1644.0,4.472019465
12696136,353.0,H&M WOMEN BLACK COTTON JERSEY CYCLING SHORTS,699.0,BLACK,H&M,1028.0,4.559338521
13179468,239.0,DRESSBERRY WOMEN MAGENTA & WHITE FLORAL PRINTED BASIC JUMPSUIT,2199.0,MAGENTA,DRESSBERRY,282.0,4.124113475
13791594,75.0,ANOUK WOMEN YELLOW & WHITE PRINTED KURTA WITH PALAZZOS,1999.0,YELLOW,ANOUK,7012.0,4.245864233
14006530,554.0,MAST & HARBOUR WOMEN NAVY BLUE BOYFRIEND FIT STRETCHABLE JEANS,1699.0,NAVY BLUE,MAST & HARBOUR,621.0,4.07568438
14861658,488.0,KVSFAB WOMEN MULTICOLOURED HANDLOOM COTTON UNSTITCHED DRESS MATERIAL,3199.0,MULTI,KVSFAB,108.0,4.361111111
14964708,242.0,DUPATTA BAZAAR ORANGE & GREEN DYED ART SILK BANDHANI DUPATTA,899.0,ORANGE,DUPATTA BAZAAR,30.0,4.366666667
15249734,125.0,BERRYLUSH WOMEN ENCHANTING SEA GREEN 3 PIECE PRINTED JUMPSUIT,3200.0,SEA GREEN,BERRYLUSH,75.0,3.8
15302810,841.0,STREET 9 MAROON FLORAL GEORGETTE FITTED CROP TOP,1599.0,MAROON,STREET 9,2824.0,4.268413598
18743884,282.0,FABPIXEL ORANGE & GOLD-TONED EMBROIDERED SEQUINNED SHIBORI SEMI-STITCHED LEHENGA & UNSTITCHED BLOUSE WITH,9999.0,ORANGE,FABPIXEL,14.0,4.0
18873480,708.0,PURPLE STATE WOMEN BLACK SOLID SINGLE-BREASTED CASUAL BLAZER,3499.0,BLACK,PURPLE STATE,5.0,4.6
18977850,692.0,POPWINGS WOMEN BLACK SOLID PENCIL  SKIRTS,1299.0,BLACK,POPWINGS,9.0,4.222222222
18998722,444.0,KALINI RED FLORAL PRINT TIE-UP NECK TOP,1999.0,RED,KALINI,184.47941042394774,4.101225865898192
1454592,554.0,MAST & HARBOUR WOMEN BLACK FORMAL TROUSERS,2199.0,BLACK,MAST & HARBOUR,1581.0,3.931688805
10854022,903.0,TOKYO TALKIES WOMEN GREEN SOLID HOODED SWEATSHIRT,1249.0,GREEN,TOKYO TALKIES,1856.0,4.457974138
11333080,847.0,STYLESTONE WOMEN BLACK & WHITE GEORGETTE PRINTED OPEN FRONT SHRUG,999.0,BLACK,STYLESTONE,774.0,4.239018088
12487436,943.0,VAN HEUSEN WOMAN NAVY BLUE SOLID SLIM-FIT SINGLE-BREASTED FORMAL BLAZER,3799.0,NAVY BLUE,VAN HEUSEN WOMAN,160.0,4.475
13255584,482.0,KOTTY WOMEN BLUE FLARED HIGH-RISE CLEAN LOOK JEANS,1999.0,BLUE,KOTTY,2682.0,4.131245339
13277228,731.0,RARE NAVY BLUE A-LINE MIDI SKIRT,1999.0,NAVY BLUE,RARE,761.0,4.459921156
13287918,691.0,POPNETIC WOMEN BLACK SOLID PURE COTTON CROP JACKET,1999.0,BLACK,POPNETIC,1488.0,4.309139785
13706216,618.0,NAYO BURGUNDY  WHITE FLORAL PRINTED PURE COTTON TOP,1199.0,BURGUNDY,NAYO,1082.0,3.964879852
13882506,776.0,SANGRIA PINK & GOLDEN PRINTED PURE COTTON DUPATTA,1699.0,PINK,SANGRIA,13.0,4.538461538
14006702,779.0,SAREE MALL PINK & BLUE FLORAL DYED BANARASI SAREES,7699.0,PINK,SAREE MALL,821.0,4.183922046
15760922,404.0,INWEAVE WOMEN BEAUTIFUL OFF WHITE PRINTED FLORAL FANTASY JUMPSUIT,3299.0,OFF WHITE,INWEAVE,313.0,3.322683706
17048604,467.0,KHUSHAL K WOMEN GREEN & PINK PRINTED PURE COTTON KURTA WITH PALAZZOS & DUPATTA,5299.0,GREEN,KHUSHAL K,1590.0,4.266037736
17337982,996.0,YOONOY WOMEN PINK SOLID ORGANIC COTTON CO-ORDS,4290.0,PINK,YOONOY,143.0,4.363636364
17819920,554.0,MAST & HARBOUR GREEN & ORANGE FLORAL PRINT REGULAR TOP,1499.0,GREEN,MAST & HARBOUR,184.47941042394774,4.101225865898192
19087214,133.0,BIBA PINK & WHITE UNSTITCHED DRESS MATERIAL,1799.0,PINK,BIBA,184.47941042394774,4.101225865898192
19215762,147.0,BOSTREET WOMEN BROWN SOLID MINI ASYMMETRIC SKIRTS,2199.0,BROWN,BOSTREET,184.47941042394774,4.101225865898192
19294032,94.0,ASPORA BLACK & RED PRINTED READY TO WEAR LEHENGA & BLOUSE WITH DUPATTA,7995.0,BLACK,ASPORA,184.47941042394774,4.101225865898192
8375271,413.0,IVES OLIVE GREEN SHIRT STYLE TOP,1099.0,OLIVE,IVES,5648.0,4.017882436
8715139,688.0,PLUSS OLIVE GREEN A-LINE TOP,1999.0,OLIVE,PLUSS,4189.0,4.018858916
9965795,376.0,HRX BY HRITHIK ROSHAN WOMEN WHITE SOLID TRAINING SPORTY JACKET,2799.0,WHITE,HRX BY HRITHIK ROSHAN,312.0,4.310897436
10356859,509.0,LIBAS FLORAL BLISS SIDE POCKET COTTON KURTA SET,2499.0,PINK,LIBAS,12568.0,3.963239975
10729274,135.0,BITIYA BY BHAMA GIRLS PINK & WHITE PRINTED READY TO WEAR LEHENGA & BLOUSE WITH DUPATTA,2999.0,PINK,BITIYA BY BHAMA,393.0,4.022900763
11101312,983.0,WISSTLER WOMEN BLUE PRINTED REGULAR FIT SHORTS,899.0,BLUE,WISSTLER,1455.0,3.99862543
11973294,554.0,MAST & HARBOUR WOMEN DUSTY PINK SHIMMER EFFECT STRIPED FRONT-OPEN SWEATER,2199.0,PINK,MAST & HARBOUR,373.0,4.36461126
13997472,793.0,SERA WOMEN BLUE & BLACK PRINTED TIE-UP SHRUG,1494.0,BLUE,SERA,70.0,4.028571429
